,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
38456,32,services,married,secondary,no,3268,no,no,cellular,15,may,147,1,-1,0,unknown,no
42506,47,technician,married,secondary,no,0,yes,no,cellular,17,dec,97,1,231,2,failure,no
12533,29,blue-collar,single,primary,no,145,no,no,unknown,3,jul,452,1,-1,0,unknown,no
15813,50,management,divorced,tertiary,no,-398,yes,yes,cellular,21,jul,172,1,-1,0,unknown,no
43364,30,management,married,tertiary,no,2994,yes,no,cellular,26,mar,156,1,137,1,other,no
2656,24,blue-collar,married,primary,no,-427,yes,no,unknown,13,may,165,3,-1,0,unknown,no
158,52,blue-collar,married,secondary,no,782,yes,no,unknown,5,may,93,3,-1,0,unknown,no
31504,37,blue-collar,married,secondary,no,0,yes,no,cellular,2,apr,473,1,-1,0,unknown,no
23662,36,technician,single,tertiary,no,97,no,no,cellular,28,aug,69,17,-1,0,unknown,no
17428,57,retired,divorced,primary,no,0,no,no,telephone,28,jul,1037,3,-1,0,unknown,no
35894,46,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,264,2,-1,0,unknown,no
28470,36,technician,married,secondary,no,659,yes,no,cellular,29,jan,224,2,-1,0,unknown,no
20263,34,entrepreneur,married,secondary,no,223,no,yes,cellular,11,aug,103,6,-1,0,unknown,no
20969,37,technician,divorced,secondary,no,2686,no,no,cellular,14,aug,144,4,-1,0,unknown,no
25989,53,blue-collar,single,secondary,no,2430,yes,yes,cellular,19,nov,73,2,145,3,failure,no
21173,58,blue-collar,married,primary,no,494,no,no,cellular,14,aug,171,10,-1,0,unknown,no
23460,41,technician,single,secondary,no,294,yes,no,cellular,28,aug,150,14,-1,0,unknown,no
18091,34,management,married,tertiary,no,2892,yes,yes,cellular,30,jul,1165,7,-1,0,unknown,no
35199,53,self-employed,married,tertiary,no,167,yes,no,cellular,7,may,84,1,343,1,other,no
43342,27,management,single,tertiary,no,6791,no,no,telephone,22,mar,174,2,229,28,success,no
19098,45,management,divorced,tertiary,no,335,no,no,cellular,5,aug,297,1,-1,0,unknown,no
28788,40,self-employed,single,tertiary,no,628,no,no,cellular,30,jan,90,1,-1,0,unknown,no
9143,47,blue-collar,married,secondary,no,1996,no,no,unknown,5,jun,761,2,-1,0,unknown,yes
29203,31,admin.,single,secondary,no,338,no,no,cellular,2,feb,155,2,-1,0,unknown,no
40630,55,management,divorced,tertiary,no,2383,no,no,cellular,5,aug,1019,2,63,2,success,yes
38128,51,services,married,secondary,no,5885,yes,no,cellular,15,may,172,1,-1,0,unknown,no
30924,46,services,married,secondary,no,561,yes,no,cellular,9,feb,84,4,256,7,failure,no
5960,32,technician,married,secondary,no,782,yes,no,unknown,26,may,116,4,-1,0,unknown,no
41925,33,self-employed,single,tertiary,no,658,yes,no,cellular,21,oct,307,1,208,1,success,yes
37061,42,blue-collar,divorced,secondary,no,-580,yes,yes,cellular,13,may,172,1,-1,0,unknown,no
41910,46,admin.,single,secondary,no,1693,yes,no,cellular,20,oct,427,1,-1,0,unknown,yes
38608,31,housemaid,divorced,primary,no,168,yes,no,cellular,15,may,266,3,-1,0,unknown,no
123,43,services,married,secondary,no,41,yes,yes,unknown,5,may,127,2,-1,0,unknown,no
21719,32,technician,married,secondary,no,0,no,no,cellular,19,aug,87,1,-1,0,unknown,no
7153,48,management,married,tertiary,no,1533,no,no,unknown,29,may,358,1,-1,0,unknown,no
7979,37,blue-collar,married,primary,no,89,yes,no,unknown,2,jun,51,4,-1,0,unknown,no
41587,50,management,married,tertiary,no,1612,no,no,cellular,15,sep,188,1,92,4,success,no
23622,31,management,single,tertiary,no,35,no,no,cellular,28,aug,27,16,-1,0,unknown,no
4679,39,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,165,2,-1,0,unknown,no
22977,38,technician,married,secondary,no,-6,no,no,cellular,26,aug,700,2,-1,0,unknown,no
32040,37,technician,married,secondary,no,474,yes,no,cellular,14,apr,85,1,322,1,failure,no
32735,36,management,married,tertiary,no,-196,yes,yes,cellular,17,apr,43,1,-1,0,unknown,no
23496,57,management,married,tertiary,no,561,no,no,cellular,28,aug,54,8,-1,0,unknown,no
17168,37,management,married,tertiary,no,0,yes,no,telephone,28,jul,62,8,-1,0,unknown,no
32281,31,technician,married,secondary,no,183,no,no,cellular,16,apr,495,1,-1,0,unknown,yes
19171,48,technician,married,secondary,no,547,no,no,cellular,5,aug,459,2,-1,0,unknown,no
38028,29,management,married,tertiary,no,8,yes,no,cellular,14,may,41,2,-1,0,unknown,no
41915,69,retired,married,tertiary,no,473,no,no,cellular,21,oct,110,1,106,2,failure,no
37621,29,admin.,single,secondary,no,25,yes,no,cellular,14,may,244,1,343,2,failure,no
24794,36,management,single,tertiary,no,13,no,yes,cellular,18,nov,106,1,-1,0,unknown,no
25154,48,management,married,tertiary,no,1600,no,no,cellular,18,nov,448,1,-1,0,unknown,no
19674,57,retired,married,secondary,no,256,no,no,cellular,7,aug,198,4,-1,0,unknown,no
32857,26,self-employed,single,tertiary,no,3044,yes,yes,cellular,17,apr,550,1,325,1,other,no
20585,31,management,single,tertiary,no,350,yes,no,cellular,12,aug,359,2,-1,0,unknown,no
30575,33,admin.,divorced,secondary,no,420,yes,no,telephone,6,feb,112,2,-1,0,unknown,no
23568,60,retired,married,tertiary,no,486,no,no,cellular,28,aug,139,4,-1,0,unknown,no
8348,41,services,married,tertiary,no,412,yes,no,unknown,3,jun,154,5,-1,0,unknown,no
572,41,blue-collar,single,primary,yes,-137,yes,yes,unknown,6,may,189,1,-1,0,unknown,no
23412,31,technician,single,secondary,no,137,no,no,cellular,27,aug,27,14,-1,0,unknown,no
26382,31,services,single,secondary,no,900,yes,no,cellular,20,nov,321,2,190,4,other,no
13311,29,admin.,single,secondary,no,-37,yes,no,cellular,8,jul,21,35,-1,0,unknown,no
44196,29,student,single,secondary,no,658,no,no,cellular,15,jul,198,2,244,4,other,yes
6864,28,technician,single,secondary,no,1536,yes,no,unknown,28,may,347,2,-1,0,unknown,no
26577,35,admin.,married,secondary,no,3863,yes,no,cellular,20,nov,239,1,-1,0,unknown,no
41644,50,technician,divorced,secondary,no,0,no,no,cellular,29,sep,159,1,120,2,failure,yes
8342,52,technician,married,secondary,no,930,yes,no,unknown,2,jun,94,16,-1,0,unknown,no
15258,35,housemaid,married,tertiary,no,20,yes,yes,cellular,17,jul,505,3,-1,0,unknown,no
11524,50,blue-collar,married,primary,no,59,no,no,unknown,19,jun,184,1,-1,0,unknown,no
14542,52,entrepreneur,married,secondary,yes,-36,no,yes,cellular,15,jul,199,4,-1,0,unknown,no
41755,73,retired,divorced,secondary,no,7111,yes,no,cellular,12,oct,146,1,-1,0,unknown,yes
14941,58,housemaid,single,tertiary,no,145,yes,yes,cellular,16,jul,128,2,-1,0,unknown,no
26647,33,management,married,tertiary,no,3713,yes,no,cellular,20,nov,175,1,-1,0,unknown,no
15842,43,blue-collar,married,primary,no,8,no,yes,cellular,21,jul,564,2,-1,0,unknown,no
35850,43,services,single,secondary,no,66,yes,no,cellular,8,may,198,1,-1,0,unknown,no
25467,46,technician,single,secondary,no,874,no,no,cellular,19,nov,819,3,-1,0,unknown,yes
22896,54,management,married,tertiary,no,1451,no,no,cellular,25,aug,308,7,-1,0,unknown,no
11506,51,management,married,tertiary,no,3134,no,no,unknown,19,jun,92,3,-1,0,unknown,no
21697,32,technician,single,secondary,no,29,no,no,cellular,19,aug,156,2,-1,0,unknown,no
13919,31,housemaid,married,secondary,no,0,yes,no,cellular,10,jul,270,1,-1,0,unknown,no
12396,60,retired,married,secondary,no,78,no,yes,unknown,27,jun,151,2,-1,0,unknown,no
15794,25,student,married,tertiary,no,10,yes,no,cellular,21,jul,857,4,-1,0,unknown,yes
42596,40,admin.,divorced,secondary,no,212,no,no,unknown,7,jan,176,1,-1,0,unknown,no
14204,35,technician,married,secondary,no,483,yes,no,cellular,11,jul,165,2,-1,0,unknown,no
16310,34,blue-collar,single,secondary,no,152,yes,no,cellular,23,jul,112,1,-1,0,unknown,no
26694,59,retired,married,secondary,no,2467,no,no,cellular,20,nov,972,2,-1,0,unknown,no
42232,27,self-employed,single,tertiary,no,168,no,no,cellular,12,nov,123,1,196,1,success,yes
13944,25,blue-collar,single,primary,no,2483,no,no,cellular,10,jul,1499,3,-1,0,unknown,yes
44524,35,admin.,married,secondary,no,2374,yes,no,cellular,11,aug,765,2,183,5,success,yes
37945,38,services,married,secondary,no,7708,yes,no,cellular,14,may,218,4,331,3,other,no
11072,24,technician,single,secondary,no,2355,yes,no,unknown,17,jun,158,3,-1,0,unknown,no
3579,45,blue-collar,divorced,primary,no,749,yes,no,unknown,15,may,242,6,-1,0,unknown,no
12910,25,technician,single,tertiary,no,226,no,no,cellular,7,jul,366,2,-1,0,unknown,no
41968,39,management,single,tertiary,no,416,no,no,cellular,23,oct,56,4,-1,0,unknown,no
26218,51,admin.,married,secondary,no,684,yes,no,cellular,20,nov,68,1,-1,0,unknown,no
30950,31,entrepreneur,single,secondary,no,937,yes,no,cellular,9,feb,51,3,-1,0,unknown,no
41430,52,technician,married,secondary,no,1423,no,no,telephone,4,sep,384,1,91,1,other,no
35545,36,management,divorced,tertiary,no,-252,yes,no,cellular,7,may,235,2,293,1,other,no
2070,42,blue-collar,married,primary,no,-25,yes,no,unknown,12,may,62,2,-1,0,unknown,no
11563,48,services,divorced,primary,no,-110,no,yes,unknown,19,jun,164,2,-1,0,unknown,no
10402,41,services,married,secondary,no,-700,no,yes,unknown,12,jun,309,1,-1,0,unknown,no
21854,42,management,single,secondary,no,164,no,no,cellular,20,aug,500,2,-1,0,unknown,no
26516,53,blue-collar,married,secondary,no,3815,no,no,telephone,20,nov,75,2,149,3,failure,no
13785,46,blue-collar,married,secondary,no,190,no,yes,cellular,10,jul,154,1,-1,0,unknown,no
20400,47,blue-collar,married,secondary,no,2787,no,no,cellular,11,aug,479,1,-1,0,unknown,yes
37878,52,blue-collar,married,secondary,no,633,yes,no,cellular,14,may,292,1,-1,0,unknown,no
22925,53,blue-collar,married,secondary,no,392,no,no,cellular,26,aug,95,6,-1,0,unknown,no
25796,39,management,married,secondary,no,763,no,no,cellular,19,nov,360,1,153,2,other,no
18342,55,housemaid,divorced,unknown,no,603,no,no,telephone,31,jul,91,2,-1,0,unknown,no
14681,53,technician,divorced,secondary,no,0,yes,yes,cellular,15,jul,135,5,-1,0,unknown,no
6401,35,management,married,tertiary,no,-718,yes,yes,unknown,27,may,318,3,-1,0,unknown,no
1119,39,technician,single,unknown,no,0,yes,no,unknown,7,may,130,1,-1,0,unknown,no
10288,55,admin.,married,secondary,no,3664,no,yes,unknown,12,jun,423,2,-1,0,unknown,no
2509,41,blue-collar,married,secondary,no,196,yes,no,unknown,13,may,488,1,-1,0,unknown,no
32802,71,retired,married,primary,no,2988,no,no,telephone,17,apr,130,1,-1,0,unknown,yes
20044,52,services,married,primary,no,432,no,no,cellular,8,aug,424,4,-1,0,unknown,no
28500,27,technician,single,secondary,no,261,yes,no,cellular,29,jan,236,2,247,2,failure,no
26080,45,unemployed,married,tertiary,no,1148,no,no,cellular,19,nov,782,2,-1,0,unknown,no
42616,65,unknown,married,unknown,no,300,no,no,cellular,12,jan,105,1,-1,0,unknown,no
28833,26,technician,single,tertiary,no,152,no,no,cellular,30,jan,151,2,2,1,other,no
41897,31,unemployed,single,secondary,no,8304,no,no,cellular,20,oct,164,1,183,1,failure,no
29604,52,management,married,tertiary,no,0,yes,no,cellular,3,feb,790,1,249,1,failure,no
37288,46,blue-collar,divorced,primary,no,-35,yes,no,cellular,13,may,69,1,-1,0,unknown,no
37579,34,blue-collar,married,secondary,no,529,yes,no,cellular,14,may,325,1,351,3,failure,no
17482,34,management,married,tertiary,no,1725,yes,yes,cellular,28,jul,164,7,-1,0,unknown,no
6386,41,services,married,secondary,no,1141,yes,no,unknown,27,may,228,1,-1,0,unknown,no
11586,26,blue-collar,married,primary,no,-157,yes,no,unknown,19,jun,60,1,-1,0,unknown,no
36172,33,blue-collar,married,secondary,no,358,no,no,cellular,11,may,231,1,350,1,failure,no
11687,36,self-employed,single,secondary,no,1173,yes,yes,unknown,20,jun,50,5,-1,0,unknown,no
22874,47,blue-collar,married,primary,no,799,no,no,cellular,25,aug,67,4,-1,0,unknown,no
9742,58,housemaid,married,tertiary,no,1280,no,yes,unknown,9,jun,112,1,-1,0,unknown,no
6946,32,admin.,single,secondary,no,73,yes,no,unknown,28,may,545,1,-1,0,unknown,no
40854,32,management,single,tertiary,no,3283,no,no,cellular,12,aug,623,2,191,2,success,yes
22449,55,blue-collar,married,primary,no,396,no,no,cellular,22,aug,74,2,-1,0,unknown,no
1358,28,blue-collar,married,unknown,no,486,yes,no,unknown,8,may,180,1,-1,0,unknown,no
26705,37,blue-collar,divorced,secondary,no,33,yes,no,cellular,20,nov,106,2,167,1,failure,no
17203,27,management,single,tertiary,no,72,yes,no,cellular,28,jul,131,7,-1,0,unknown,no
27380,39,entrepreneur,married,secondary,no,0,no,no,cellular,21,nov,108,7,-1,0,unknown,no
15859,41,services,married,secondary,no,6687,yes,no,cellular,21,jul,91,3,-1,0,unknown,no
8378,32,services,married,secondary,yes,-790,yes,no,unknown,3,jun,159,1,-1,0,unknown,no
16825,59,blue-collar,married,secondary,no,0,no,no,telephone,24,jul,393,3,-1,0,unknown,no
30762,35,blue-collar,single,secondary,no,2158,yes,no,cellular,6,feb,288,2,-1,0,unknown,no
1345,42,admin.,married,secondary,no,323,yes,yes,unknown,8,may,280,2,-1,0,unknown,no
24785,33,management,divorced,tertiary,yes,280,no,yes,cellular,18,nov,155,1,-1,0,unknown,no
33096,32,management,married,tertiary,no,101,yes,yes,cellular,20,apr,383,1,-1,0,unknown,no
29357,51,blue-collar,married,primary,no,2095,yes,yes,cellular,2,feb,438,4,-1,0,unknown,no
37067,36,technician,single,secondary,no,2151,yes,no,cellular,13,may,134,1,370,1,failure,no
1961,37,blue-collar,married,primary,no,1160,yes,no,unknown,9,may,255,2,-1,0,unknown,no
10258,36,admin.,married,secondary,no,0,no,no,unknown,11,jun,378,4,-1,0,unknown,no
40755,48,blue-collar,married,secondary,no,1730,yes,no,cellular,10,aug,158,1,102,1,success,no
44659,35,technician,married,secondary,no,294,yes,no,cellular,2,sep,97,6,79,11,failure,no
34377,34,blue-collar,married,primary,no,698,yes,no,cellular,4,may,83,5,-1,0,unknown,no
13424,50,services,married,secondary,no,1572,yes,no,cellular,9,jul,185,1,-1,0,unknown,no
17141,30,services,divorced,secondary,no,704,yes,no,cellular,25,jul,524,10,-1,0,unknown,no
2747,48,entrepreneur,married,unknown,no,2550,yes,no,unknown,14,may,175,3,-1,0,unknown,no
24920,49,admin.,married,secondary,no,1323,yes,no,cellular,18,nov,84,1,-1,0,unknown,no
14,57,services,married,secondary,no,162,yes,no,unknown,5,may,174,1,-1,0,unknown,no
32793,36,self-employed,married,secondary,no,351,yes,no,cellular,17,apr,1554,3,343,2,failure,no
7870,41,admin.,married,secondary,no,8238,yes,yes,unknown,30,may,124,4,-1,0,unknown,no
19418,49,admin.,married,secondary,no,284,yes,no,cellular,6,aug,131,3,-1,0,unknown,no
18809,54,housemaid,married,secondary,no,991,no,no,telephone,31,jul,11,6,-1,0,unknown,no
14966,32,self-employed,married,secondary,no,-1668,yes,yes,cellular,16,jul,166,6,-1,0,unknown,no
13249,38,blue-collar,single,secondary,no,10,no,no,cellular,8,jul,84,3,-1,0,unknown,no
35803,35,services,married,secondary,no,70,yes,yes,cellular,8,may,197,1,350,4,failure,no
22433,33,self-employed,married,tertiary,no,215,no,yes,cellular,22,aug,286,2,-1,0,unknown,no
22683,43,management,married,tertiary,no,676,no,no,cellular,25,aug,143,4,-1,0,unknown,no
27272,43,management,married,tertiary,no,13015,yes,no,cellular,21,nov,56,1,-1,0,unknown,no
3975,44,technician,single,secondary,no,696,yes,no,unknown,16,may,680,3,-1,0,unknown,no
34927,31,blue-collar,single,unknown,yes,17,yes,no,cellular,6,may,72,1,-1,0,unknown,no
27852,48,technician,married,secondary,no,0,no,no,cellular,28,jan,142,1,-1,0,unknown,no
11640,50,housemaid,married,primary,no,0,no,no,unknown,20,jun,179,2,-1,0,unknown,no
25023,33,services,divorced,secondary,no,1529,yes,no,telephone,18,nov,41,1,-1,0,unknown,no
26849,33,blue-collar,single,secondary,no,4404,yes,no,cellular,20,nov,766,3,-1,0,unknown,no
40345,34,management,married,tertiary,no,2374,yes,yes,cellular,18,jun,270,2,314,2,failure,yes
9827,59,retired,married,secondary,no,1173,no,no,unknown,9,jun,77,2,-1,0,unknown,no
44125,40,admin.,married,secondary,no,457,no,no,unknown,12,jul,9,1,-1,0,unknown,no
31373,55,admin.,married,secondary,no,9329,no,no,cellular,19,mar,181,1,-1,0,unknown,no
17805,48,blue-collar,married,primary,no,1850,yes,no,cellular,29,jul,61,1,-1,0,unknown,no
6986,24,services,single,tertiary,no,1385,yes,no,unknown,28,may,1277,2,-1,0,unknown,no
21314,45,management,married,tertiary,no,4112,no,no,cellular,18,aug,140,13,-1,0,unknown,no
16889,32,technician,single,secondary,no,26,no,yes,cellular,25,jul,110,1,-1,0,unknown,no
24376,45,management,married,tertiary,no,77,yes,no,cellular,17,nov,59,1,-1,0,unknown,no
5858,39,technician,married,secondary,no,1,yes,no,unknown,26,may,506,2,-1,0,unknown,no
10733,51,housemaid,married,primary,no,108,no,no,unknown,16,jun,278,2,-1,0,unknown,no
43941,24,technician,single,secondary,no,403,no,no,unknown,17,jun,247,1,-1,0,unknown,yes
32128,36,technician,married,tertiary,no,543,yes,no,cellular,15,apr,225,2,-1,0,unknown,no
8528,53,entrepreneur,divorced,unknown,no,4736,yes,no,unknown,3,jun,676,5,-1,0,unknown,no
29806,38,unemployed,single,secondary,no,2470,yes,no,cellular,4,feb,131,1,230,1,other,no
5409,30,blue-collar,single,primary,no,4009,yes,no,unknown,23,may,260,4,-1,0,unknown,no
29665,59,admin.,married,secondary,no,1089,no,no,telephone,3,feb,264,2,-1,0,unknown,no
34170,29,management,single,tertiary,no,36252,yes,no,cellular,30,apr,501,1,-1,0,unknown,yes
36506,41,blue-collar,married,secondary,no,-648,yes,no,cellular,12,may,104,3,172,2,failure,no
41870,62,retired,married,primary,no,1515,yes,no,cellular,19,oct,131,1,187,2,failure,no
30094,54,management,divorced,tertiary,no,427,yes,yes,cellular,4,feb,85,2,231,2,other,no
17876,33,unemployed,married,secondary,no,66,no,yes,cellular,30,jul,189,8,-1,0,unknown,no
17218,38,services,married,secondary,no,0,yes,no,telephone,28,jul,121,2,-1,0,unknown,no
13380,44,management,married,tertiary,no,773,no,yes,cellular,9,jul,618,1,-1,0,unknown,no
19410,55,entrepreneur,married,tertiary,no,41923,no,no,cellular,6,aug,69,3,-1,0,unknown,no
2563,47,blue-collar,married,primary,no,113,yes,no,unknown,13,may,276,1,-1,0,unknown,no
15965,27,services,divorced,secondary,no,10,yes,no,cellular,22,jul,527,1,-1,0,unknown,no
2164,37,blue-collar,single,secondary,no,115,yes,no,unknown,12,may,74,1,-1,0,unknown,no
34585,40,services,married,secondary,no,0,yes,no,cellular,5,may,184,1,334,2,failure,no
21772,47,technician,divorced,secondary,no,191,no,no,cellular,19,aug,228,5,-1,0,unknown,no
19855,55,management,married,tertiary,no,6880,no,no,cellular,8,aug,353,2,-1,0,unknown,no
42923,52,management,married,unknown,no,339,no,no,telephone,5,feb,124,7,-1,0,unknown,no
27211,37,management,married,tertiary,no,0,yes,no,cellular,21,nov,227,1,-1,0,unknown,no
41687,26,management,single,tertiary,no,170,no,no,cellular,2,oct,160,2,109,1,success,no
25452,31,technician,divorced,tertiary,yes,1200,no,no,cellular,19,nov,62,1,-1,0,unknown,no
22452,46,management,single,tertiary,no,0,no,no,cellular,22,aug,686,2,-1,0,unknown,yes
38529,30,technician,single,secondary,no,-109,yes,no,cellular,15,may,73,2,297,2,other,no
14585,29,technician,married,unknown,no,2,no,no,cellular,15,jul,65,3,-1,0,unknown,no
3099,43,blue-collar,married,secondary,no,15740,yes,no,unknown,14,may,252,2,-1,0,unknown,no
11881,52,self-employed,married,primary,no,-107,yes,yes,unknown,20,jun,134,2,-1,0,unknown,no
8458,38,blue-collar,married,secondary,no,769,yes,no,unknown,3,jun,235,1,-1,0,unknown,no
11007,51,technician,married,tertiary,no,1911,yes,yes,unknown,17,jun,394,3,-1,0,unknown,no
44909,39,technician,married,tertiary,no,386,no,no,cellular,29,sep,201,2,-1,0,unknown,no
14418,54,retired,married,secondary,no,522,no,yes,cellular,14,jul,81,3,-1,0,unknown,no
24088,37,admin.,married,secondary,no,1967,no,no,telephone,27,oct,376,1,-1,0,unknown,yes
28644,26,admin.,single,secondary,no,1200,no,no,cellular,29,jan,232,3,-1,0,unknown,no
2026,36,blue-collar,married,secondary,no,771,yes,no,unknown,9,may,213,4,-1,0,unknown,no
18568,58,retired,married,secondary,no,1172,no,no,cellular,31,jul,86,1,-1,0,unknown,no
13793,32,blue-collar,single,secondary,no,1143,yes,yes,cellular,10,jul,412,1,-1,0,unknown,no
1642,35,management,married,tertiary,no,4286,yes,no,unknown,9,may,357,1,-1,0,unknown,no
29338,45,admin.,divorced,secondary,no,479,no,no,cellular,2,feb,83,2,-1,0,unknown,no
15117,26,services,single,secondary,no,-189,no,yes,cellular,17,jul,538,2,-1,0,unknown,yes
37340,30,blue-collar,married,primary,no,236,yes,no,cellular,13,may,44,1,364,1,failure,no
40491,53,admin.,single,secondary,no,1958,no,no,telephone,7,jul,82,2,75,4,failure,no
9320,58,technician,married,primary,yes,-247,no,no,unknown,6,jun,179,1,-1,0,unknown,no
36905,34,blue-collar,married,primary,no,373,yes,no,cellular,12,may,481,2,-1,0,unknown,no
35766,38,admin.,divorced,secondary,no,258,yes,no,cellular,8,may,191,1,-1,0,unknown,no
18275,41,management,single,secondary,no,1138,no,no,cellular,31,jul,283,18,-1,0,unknown,no
37731,30,admin.,single,secondary,no,43,yes,no,cellular,14,may,91,1,370,2,failure,no
25787,44,services,divorced,tertiary,no,2279,no,yes,cellular,19,nov,105,1,146,1,failure,no
2497,46,management,married,tertiary,no,48,no,no,unknown,13,may,120,1,-1,0,unknown,no
33309,44,blue-collar,married,secondary,no,508,yes,no,cellular,20,apr,222,1,154,1,failure,no
27061,30,self-employed,single,tertiary,no,48,no,no,cellular,21,nov,140,1,-1,0,unknown,no
38890,43,management,single,tertiary,no,776,no,no,telephone,18,may,52,9,-1,0,unknown,no
32147,41,blue-collar,married,secondary,no,217,yes,no,cellular,15,apr,375,2,344,1,failure,no
16523,38,entrepreneur,married,tertiary,no,0,no,no,cellular,23,jul,532,2,-1,0,unknown,yes
3568,52,blue-collar,married,primary,no,1079,yes,no,unknown,15,may,257,7,-1,0,unknown,no
2093,33,blue-collar,married,primary,no,2,yes,yes,unknown,12,may,409,2,-1,0,unknown,no
2260,34,admin.,married,secondary,no,247,yes,yes,unknown,12,may,1727,5,-1,0,unknown,no
7634,37,blue-collar,married,secondary,no,-510,yes,no,unknown,30,may,461,1,-1,0,unknown,no
20477,58,retired,married,primary,no,1472,no,no,cellular,12,aug,74,2,-1,0,unknown,no
36677,46,technician,divorced,tertiary,no,147,yes,no,cellular,12,may,189,1,-1,0,unknown,no
20527,54,management,married,tertiary,no,11563,yes,no,cellular,12,aug,143,2,-1,0,unknown,no
36069,49,management,single,tertiary,no,1350,yes,yes,cellular,11,may,716,1,-1,0,unknown,no
3311,46,technician,divorced,tertiary,no,405,yes,no,unknown,15,may,231,1,-1,0,unknown,no
24430,37,technician,married,secondary,no,344,yes,yes,cellular,17,nov,56,1,-1,0,unknown,no
43341,54,management,married,secondary,no,2693,no,no,cellular,22,mar,222,1,188,6,other,yes
2939,41,technician,married,secondary,no,1043,yes,yes,unknown,14,may,225,1,-1,0,unknown,no
43636,27,management,single,secondary,no,145,yes,no,cellular,5,may,121,4,89,3,failure,no
38620,30,management,single,tertiary,no,355,yes,no,cellular,15,may,153,2,-1,0,unknown,no
6734,38,technician,divorced,secondary,no,1333,yes,yes,unknown,28,may,188,1,-1,0,unknown,no
27978,29,technician,single,secondary,no,0,no,no,cellular,28,jan,296,1,-1,0,unknown,no
34705,35,admin.,married,primary,no,-229,yes,no,cellular,5,may,176,1,-1,0,unknown,no
25889,34,housemaid,married,tertiary,no,4958,yes,no,cellular,19,nov,175,1,183,1,failure,no
24318,41,entrepreneur,divorced,tertiary,no,0,yes,no,cellular,17,nov,176,1,-1,0,unknown,no
6827,31,admin.,single,secondary,no,-449,yes,no,unknown,28,may,81,2,-1,0,unknown,no
28615,44,services,married,secondary,no,133,no,no,cellular,29,jan,202,3,-1,0,unknown,no
13990,29,technician,single,secondary,no,3527,no,yes,cellular,10,jul,171,5,-1,0,unknown,no
34766,46,blue-collar,single,primary,no,501,yes,no,cellular,6,may,207,1,-1,0,unknown,no
22063,48,management,married,tertiary,no,1567,yes,no,cellular,20,aug,77,3,-1,0,unknown,no
6900,27,management,single,tertiary,no,1995,yes,no,unknown,28,may,239,2,-1,0,unknown,no
9930,57,entrepreneur,married,primary,no,1153,yes,yes,unknown,9,jun,238,6,-1,0,unknown,no
463,39,unemployed,married,primary,no,408,yes,no,unknown,6,may,53,1,-1,0,unknown,no
36386,37,management,married,tertiary,no,0,yes,no,cellular,11,may,148,2,-1,0,unknown,no
39467,36,services,married,tertiary,no,562,no,no,cellular,25,may,90,1,-1,0,unknown,no
39744,51,management,married,tertiary,no,994,no,no,cellular,28,may,414,3,-1,0,unknown,no
26226,34,technician,married,secondary,no,210,yes,yes,cellular,20,nov,199,1,-1,0,unknown,no
2801,40,technician,married,secondary,no,770,yes,no,unknown,14,may,200,1,-1,0,unknown,no
23840,45,technician,married,secondary,no,865,no,no,cellular,29,aug,80,4,-1,0,unknown,no
40876,57,admin.,single,secondary,no,2223,no,no,cellular,12,aug,1064,1,-1,0,unknown,yes
16339,41,management,single,tertiary,no,0,yes,no,cellular,23,jul,122,5,-1,0,unknown,no
23659,30,technician,single,secondary,no,167,no,no,cellular,28,aug,35,14,-1,0,unknown,no
44822,27,blue-collar,married,secondary,no,821,yes,yes,unknown,16,sep,23,1,778,41,other,no
1217,32,blue-collar,single,secondary,no,5,yes,yes,unknown,8,may,134,1,-1,0,unknown,no
31534,34,technician,divorced,secondary,no,705,yes,yes,cellular,2,apr,249,1,-1,0,unknown,no
2107,33,blue-collar,married,primary,no,211,yes,no,unknown,12,may,172,2,-1,0,unknown,no
12790,43,management,married,tertiary,no,460,no,yes,cellular,7,jul,94,1,-1,0,unknown,no
17170,58,technician,divorced,secondary,no,-147,yes,yes,cellular,28,jul,95,3,-1,0,unknown,no
15320,33,services,single,secondary,no,3269,no,yes,cellular,18,jul,316,1,-1,0,unknown,no
23185,34,services,married,secondary,no,1632,no,no,cellular,27,aug,65,6,-1,0,unknown,no
41542,38,unknown,single,tertiary,no,0,no,no,cellular,11,sep,260,3,95,3,success,yes
32920,32,self-employed,divorced,primary,no,0,yes,no,cellular,17,apr,232,2,-1,0,unknown,no
1845,39,services,married,unknown,no,-516,yes,no,unknown,9,may,86,2,-1,0,unknown,no
21343,31,management,single,tertiary,no,350,no,no,cellular,18,aug,471,2,-1,0,unknown,no
38668,37,blue-collar,married,primary,no,2120,yes,no,cellular,15,may,655,3,175,4,failure,yes
37042,28,blue-collar,single,primary,no,431,yes,no,cellular,13,may,68,2,363,2,failure,no
1505,36,blue-collar,married,unknown,no,70,yes,no,unknown,8,may,219,4,-1,0,unknown,no
29489,51,technician,divorced,secondary,no,1096,no,no,cellular,3,feb,138,1,-1,0,unknown,no
41268,64,housemaid,married,primary,no,67,no,no,telephone,25,aug,153,1,-1,0,unknown,no
5331,32,technician,single,tertiary,no,390,yes,no,unknown,23,may,85,1,-1,0,unknown,no
